uuid,sentence1,sentence2,similarity_score
a2aa9bef-a254-4b52-b213-fc718f9f9590,Was ist die Antwort auf 1 + 1?,Wie viel ist 1+1?,5
ed3b48c6-809d-4d2e-912c-2f58de1b3bb7,"Sagen Sie mir, was 1 plus 1 ist",Was ist 1 + 1?,5
30495421-ac3d-417b-8618-01de2190e10c,"Olly, muss ich Stiefel anziehen?",Sollte ich Regenstiefel tragen?,4
5e6c579d-3ad6-4dae-b570-429622f690aa,Sollte ich heute Stiefel tragen?,Brauche ich heute Stiefel?,5
c50f5c34-5279-43db-a181-3d019d50be15,Fahrtzeit nach Los Angeles,Route für LA von hier aus ermitteln,3
cafd81c6-3c93-4f9b-9773-0e57ffb93fe4,Zug nach LA buchen,Bestellen Sie ein Zugticket nach Los Angeles.,4
c77e0bf9-2c22-4768-b74c-668da2629b8e,"Aktuelle, technische Nachrichten",Was ist heute in der Technologiebranche angesagt?,3
37378d6f-3aa0-4d3b-85be-e8cc3310fe23,Aktuelle Technologietrends.,Aktuelle Schlagzeilen aus der Welt der Technik,4
3547a5a5-8b15-413c-b8b5-649017af23ce,Diesen Status auf meinem Social-Media-Konto posten.,Bitte überprüfen Sie die Nachrichten in den sozialen Medien,2
e4b48287-55c9-493e-9951-ebdcfd7904cd,Bitte aktualisieren Sie meine Konten in den sozialen Medien.,Gib mir mein Social-Media-Update,2
bc838c67-c3d4-499b-aef8-205631f7d9d3,PDA sucht dieses Rezept für mich heraus,PDA bitte bestellen Sie mein Lieblingsgericht in meinem Lieblingsrestaurant,2
ccb4735d-5bc4-46a3-8b84-b520e1e850ce,PDA sucht ein Rezept für eine Mahlzeit,PDA suchen Sie nach Rezept und Anleitung für dieses Gericht,4
9cf4dec6-efa1-44d3-bfd3-cdcc815b5760,Wie groß ist Brad Pitt?,"Olly, gibt es neue Nachrichten über Brad Pitt?",2
3a3c0aaf-8839-4871-9f22-9d7083607f9e,Wie alt ist Brad Pitt?,Das Alter von Brad Pitt,5
58e18862-302a-45df-b9b7-807b98180d52,olly erinnere mich heute Abend an die morgige Besprechung,"Hey Olly, bitte stelle eine Erinnerung für das Meeting morgen früh um 10 Uhr ein",3
9aa921c0-f5ab-4e84-8748-bd49f51fe30e,"Olly, setzen Sie eine Erinnerung für mein heutiges Meeting.",olly erinnern Sie mich an die Besprechung morgen Nachmittag,3
937c7c5d-4cd3-4ce8-b3c3-c4d80618b9ab,Wer ist die bessere Hälfte von Obama?,Woher kommt Obama?,1
7d90968e-68b0-43a5-8285-6a32751f9326,Wer ist Barack Obama?,Wer ist Obama?,4
ef621b53-4955-496f-aeeb-f9b192075e54,Wird es nächsten Dienstag in Toronto regnen?,Regnet es in Barcelona?,2
63d962ba-0f5c-47d3-9892-23c304460c6e,Regnet es in Toronto?,Wie ist das Wetter in Toronto?,4
d9c77248-223a-48f7-a109-35b7a3c572bd,Meinen Lieblingspodcast abspielen,Einen Hörspiel-Podcast abspielen,4
1a4f133b-d05f-427a-92e4-6fd5bb198251,Spielen Sie bitte meinen Lieblingspodcast ab.,meinen Lieblingspodcast abspielen,5
58738d31-035f-4a1b-b57e-7300ba0e56ad,wie geht's Olly,"Olly, hast du irgendwelche lokalen Nachrichten?",0
5c38c94e-dfd8-4465-aad8-d9c190c053ac,"Gibt es irgendwelche Neuigkeiten, Olly?","Olly, was sind die neuesten Nachrichten im Moment?",3
cc026b23-dbf8-49b9-a309-1aeeee32ecea,Emails öffnen,Antwort öffnen,3
124fa587-ec18-4289-acc5-9e309dce82f2,Nachrichten öffnen,Hörbuch öffnen,3
f159d1b9-ed20-496b-b10a-48ca457e06bc,"alexa, was gibt es heute für Nachrichten?","Alexa, gib mir ein weiteres Update zu den aktuellen Nachrichten.",4
c71d76af-345d-422d-bbf4-d503017756d3,"Alexa, was sind die Nachrichten für heute?","Alexa, was ist das Thema der heutigen Nachrichten?",4
ff751c57-ff8e-4588-982d-b033cdd897b0,Olly kocht Kaffee um 6 Uhr morgens,koche Kaffee um 8 Uhr morgens,3
9bff0df2-e82d-4ce1-99d8-8b22ad01b84c,Zum nächsten Abschnitt wechseln,die nächste Folge starten,3
847d64e3-f0dc-403d-a024-f126fec8e933,Zur nächsten Folge wechseln,zur nächsten Episode wechseln,4
5b30da28-4761-45fb-83c5-9ae9b15a1883,"Erinnern Sie mich daran, meine Mutter jeden Dienstag um 10 Uhr anzurufen.","Ich brauche jeden Tag um 14.00 Uhr eine Erinnerung, um nach meiner Mutter zu sehen.",3
74abe658-886e-4f25-abe6-ccad411323d6,"Erinnern Sie mich morgen früh daran, meine Mutter anzurufen.","Erinnere mich daran, meine Mutter um 15 Uhr anzurufen.",3
0a06a34f-2945-4221-98b2-23d1a73ed364,eine Melodie abspielen,Melodien abspielen,4
ccf5e080-3c29-4755-8065-6932e3c3fba6,Ich brauche meinen Filterkaffee in 10 Minuten. Bitte fragen Sie die Kaffeemaschine entsprechend.,"Können Sie meine Kaffeemaschine so einstellen, dass sie mir um 7 Uhr morgens Kaffee macht?",3
69a9428d-92be-4e11-9579-584f72c0b08a,"Kannst du dafür sorgen, dass die Kaffeemaschine in ca. 10 Minuten mit meinem Filterkaffee fertig ist?","Weisen Sie die Kaffeemaschine an, in 10 Minuten einen Filterkaffee bereitzustellen.",5
7919e2d5-c3a3-4876-8b19-5b976aed941a,Erinnern Sie mich bis 11:30 Uhr an mein 12-Uhr-Meeting,Welche Ereignisse habe ich zwischen 12 und 16 Uhr?,2
4ed3677b-e82b-4c37-a186-fb2005fc3443,Wo findet heute um 12 Uhr meine Besprechung statt?,Welche Termine habe ich zwischen 12 und 16 Uhr?,3
44aa7194-0543-403a-8139-d4d48e16b26d,Ich möchte die genaue Zeit in Washington jetzt wissen.,Gibt es eine besondere Veranstaltung in Washington?,1
d7a8ffa1-770b-4236-9aa0-412c47c8e050,wie spät ist es in Washington?,Wie spät ist es jetzt in Washington?,5
36af0d58-bf8d-4cf1-a206-fab097b00248,Meine ToDo-Liste löschen.,Können Sie meine Einkaufsliste löschen.,3
0de4a82c-d333-4c4c-ac9a-6c49cfcf46bc,Können Sie meine To-Do-Liste löschen?,meine To-Do-Liste löschen,5
d15cc1d5-f8ef-4d16-bf50-938a79ab2e1e,Wann ist Einstein gestorben?,Erzählen Sie mir alles über Albert Einstein,3
bb41cb92-07d3-4545-85ee-1d74a900e1e8,Wann wurde Albert Einstein geboren?,Wann war Einsteins Geburtstag?,5
dfdb557f-5912-442a-bff9-2384f834032e,Wie viel Uhr ist es in Las Vegas?,Können Sie mir eine Fahrkarte nach Las Vegas besorgen?,0
0cfc0fe5-0a97-4a7e-a0a2-88dd755af922,Uhrzeit in Las Vegas?,Wie spät ist es in Las Vegas?,5
da6f2bd8-2b47-4d00-9f9b-5003a6aad319,"Alle E-Mails, die täglich zwischen 22 Uhr und 7 Uhr eingehen, müssen beantwortet werden.","Bitte rufen Sie die E-Mail auf, die heute Morgen um 10 Uhr gesendet wurde.",1
c7fd4dbe-7632-453f-8bb3-47383e763f3f,"Alle E-Mails, die zwischen 22 Uhr und 9 Uhr eingehen, müssen beantwortet werden.","Beantworten Sie alle E-Mails, die zwischen 22 Uhr und 9 Uhr eingehen",4
a0821335-5814-47a9-a413-18d4a6254195,welches die nächstgelegenen Restaurants sind,nächstgelegene Restaurants zu dieser Zeit verfügbar,3
3d21921b-9c1d-4aaa-8268-32b94f7e4b2c,Finde Restaurants in der Nähe meines Wohnorts.,Zeigen Sie mir die nächstgelegenen Restaurants in meiner Nähe,4
2553cebb-1401-4a2f-8072-bd54bb857371,Werde ich heute mit kurzen Hosen durchkommen?,Soll ich ein kurzärmeliges Hemd tragen?,3
0fc55c38-551c-482c-985f-5fc42d413b1d,Soll ich heute kurze Hosen tragen?,Kann ich heute kurze Hosen tragen?,5
046c2a0b-26cd-4bc8-a276-4d9115f7d25d,"Olly, heute war ein anstrengender Tag",Ich hatte heute einen schlechten Tag.,3
8bc83996-dafa-4d90-a133-0c41a48096fb,"Olly, ich hatte heute den schlimmsten Tag überhaupt.","Olly, ich hatte einen langen, harten Tag.",3
cbc5c3b1-9998-4680-99db-c85b288c84e4,Wie steht es um die Microsoft-Aktie?,Wie hoch ist der höchste Kurs der Microsoft-Aktie heute?,3
948d2fc9-6025-4661-9826-bce3297bf86e,"Wann werde ich in Austin, TX, ankommen?","Wie viele Meilen sind es von Los Angeles, Kalifornien nach Austin, Texas?",1
e67e2cb0-3394-4b36-8247-8a69363234b3,"Wie lange dauert es, nach Austin, TX, zu kommen?","Um wie viel Uhr muss ich am Bahnhof sein, um nach Austin, TX, zu fahren?",1
042b50ce-a626-4ad8-94e5-6b6f0b00e171,Was ist heute in Delhi los?,"Ok Google, kannst du mir die Zeit in Neu-Delhi anzeigen?",0
ede23b16-fe2d-4a8e-9253-a6b6f90f16fd,Gibt es heute irgendwelche Veranstaltungen in Delhi?,Wie ist die aktuelle Zeit in Delhi?,0
a58b526a-9ae9-4739-8e10-78fb2043b297,Wie lautet die aktuelle zentrale Uhrzeit?,geben Sie mir aktuelle Informationen über den Verkehr in der Central Park Road.,0
7e12e394-194d-4bda-b0db-89f3241ffac8,Sagen Sie mir die aktuelle Zeit in Central Time.,Wie spät ist es in Central Standard Time?,5
34121399-d01f-4744-b15b-cf09cd3fef30,Wie viel ist ein GBP in USD?,Wie ist der Kurs für GBP zu USD?,5
816f85e0-c7e9-461d-9725-6456dc2fda16,Wann fährt der nächste Zug nach Paris?,Gibt es einen Anschlusszug von London nach Paris und zu welcher Zeit?,3
625e3b1c-ea54-4f5b-80ca-575192560386,Wie spät ist es bitte in Paris?,Wie spät ist es in Paris?,5
5c415054-d715-45fc-8cec-67fc07ecf203,Wann ist der nächste Freitag der 13.?,Ist für den 13. Regen angesagt?,0
b4064576-54cb-4117-bab7-f42387a24aeb,Welcher Tag ist der 13. Dezember?,Welcher Tag ist in diesem Jahr Freitag der 13.,2
daea66c7-226d-4fa8-995e-997e07529919,Eine Erinnerung für morgen Abend festlegen,was gibt es für morgen,2
c823ea06-d912-4289-88c1-a3a72b5dcf52,welche Erinnerungen ich für morgen gesetzt habe,Zeige mir die Erinnerungen für morgen,5
b19affc2-312f-4da1-a100-810810e5e675,Was wissen Sie über die Freiheitsstatue?,Beschreibung der Freiheitsstatue,4
d5808dd2-e56b-48b9-b67d-2d8abb97fe9b,Wo steht die Freiheitsstatue?,Wo befindet sich die Freiheitsstatue?,5
4a342c5d-80f0-4c2e-9608-59100403f4ad,Spiel das Lied ab,Nächstes Lied des Titels abspielen,2
d4f0fe40-0abb-48e2-8016-51b7d0d03c0b,den Titel des Liedes abspielen,Titel des Liedes,5
1b05620f-2dc5-41dd-851b-92a42a7af66b,Apfel aus der Liste entfernen,"Ich brauche keine Äpfel, entferne sie von meiner Einkaufsliste",4
ac4c9cf7-06cc-4982-a7ce-f915d09be21b,Liste finden und Apfel entfernen,Apfel auf Liste finden und entfernen,5
322bd294-2280-472f-ac57-d65f7004a901,Wann wurde dieses Lied aufgenommen?,Wann wurde dieser Song veröffentlicht?,4
91e93f7c-3f21-4d95-a15b-3e5f6d00dab4,Datum der Aufnahme des Liedes spielen?,"Sagen Sie mir das Datum, an dem dieser Song aufgenommen wurde?",4
1c91cd2a-99a3-4f3b-84f8-2fd246593c48,Olly ich werde später mit dir reden.,Ich würde später mit dir reden.,4
c6d91619-e70a-4688-927b-c27acc16f268,Was sind die neuesten internationalen Nachrichten in der Welt?,Erzählen Sie mir internationale Nachrichten.,5
f29288ee-28b0-4d8f-b340-4e2f6693e109,Was ist mit den internationalen Nachrichten los?,Was sind die neuesten internationalen Nachrichten?,5
df0fd661-db4a-412c-b922-4adb55ec4c76,zeige aktuelle Berichte von bbc,Schlagzeilen von bbc world,4
191f16d1-c7be-402c-b039-7d421fc6d3b8,bbc aktuelle Nachrichten,zeige aktuelle Nachrichten von bbc,5
0679bf57-6e3f-4732-9dcf-5cfae342418e,Ist es 10:00 Uhr?,Welche Termine habe ich heute zwischen 8-10 Uhr?,0
e270a83e-8164-4f43-bca4-2c9e980f45d8,Wie viel Uhr ist 10 Uhr morgens in östlicher Zeit?,"Es ist 10:00 Uhr morgens in Eastern Standard Time, wie spät ist es jetzt in Pacific Standard Time?",3
4b673b30-b7af-460c-bc23-22fabdc552fd,Neueste Instagram-Posts,poste meinen aktuellen Standort auf instagram,1
03fa1ffc-b080-4d9e-9cf5-be4020945db3,Welches sind die längsten Flüsse der Welt?,Welche Straße ist die längste?,2
b1398751-a5fa-4070-99a8-640745300486,Welches ist der längste Fluss der Welt?,Welches war der längste Fluss der Welt?,4
49ee6d3b-8a9d-4ce9-8833-c708b6747098,Alexa startet E-Mail.,alexa sagt mir meine neue E-Mail,3
54d66116-7d03-4d17-9a4e-31e27f273c92,Alexa verfasst E-Mail.,Alexa E-Mail schreiben.,5
0a400141-7326-4026-8478-b94125b805e3,Können Sie bitte Informationen über einen Kontakt abrufen?,"Gibt es eine Möglichkeit, Informationen über einen Kontakt abzurufen?",5
ae79dcae-b288-457a-adae-615e450d6dbc,Die Vorhersage für heute.,Wettervorhersage für morgen,3
058c123a-2ace-43a8-b701-a1b0d8c73289,mich an ein Treffen erinnern,Meeting-Erinnerung,5
3f2834cd-57f1-4054-9728-9f60c82cc017,Lokale Veranstaltungen abrufen,kommende lokale Veranstaltungen anzeigen,5
6ea6c8c7-6dce-449f-8f4c-a27376c34f36,Heutige lokale Veranstaltungen,lokale Veranstaltungen,4
70b22c88-e46d-4866-a903-cb80a3873c79,Wie viel kostet ein Zugticket nach Denver von hier aus?,Ich benötige ein Zugticket nach Denver,3
bab893eb-cfe0-4b07-b2ea-e6ca5dcc9f3d,Wie lautet der Fahrplan für den Zug nach Denver?,Wie viel kostet ein Zugticket nach Denver?,2
607dd667-1110-4b4e-a801-03ad4f30821c,"Beginne mein Hörbuch an der Stelle, an der ich aufgehört habe.","Setzen Sie die Wiedergabe an der Stelle fort, an der ich im Buch auf Audible aufgehört habe.",4
e154338a-175f-4460-9499-81a4543b6d48,"mein Hörbuch an der Stelle fortsetzen, an der wir zuletzt pausiert haben",Beim letzten Mal mit meinem Hörbuch beginnen,5
f73b377d-3e60-49e4-b50a-5120f554ee9e,Speichere meine Spotify-Einstellungen,Bitte schalte meine Spotify-Wiedergabeliste ein.,1
85629fb3-3007-40c3-971a-49583d84d8c4,"PDA, öffne Radio 104.7",Bitte schalten Sie den Sender auf 107.4,3
71f01c04-7b46-4aa1-8e52-20ab9023924f,PDA: Schalte das Radio auf 106.7 FM,"Radio starten, Sender 107.5 fm",3
61a91515-5401-4994-b332-8076bdf8730d,Wie ist der Verkehr von der Arbeit nach Hause.,Gibt es auf meinem Weg zur Arbeit Stau?,3
851736c9-25c2-4cd9-abfc-fd352799e584,Wie ist die Verkehrslage auf dem Weg von der Arbeit nach Hause.,Wie ist die Verkehrslage auf dem Weg von zu Hause zur Arbeit?,3
ca5d97ef-dd30-4937-9dd7-07435f30e331,Habe ich Banane auf meiner Einkaufsliste,Öffnen Sie die Einkaufsliste und entfernen Sie Bananen.,1
19a116f5-c84e-418c-8138-c8f7282ccebd,Ich muss Bananen zu meiner Einkaufsliste hinzufügen.,Öffnen Sie meine Einkaufsliste und fügen Sie ihr Bananen hinzu.,5
59a415b3-995d-447b-abca-2028a27fc0be,Haben Sie das richtig verstanden?,"haben Sie das, was ich gesagt habe, richtig verstanden?",5
3a31beed-21ba-4deb-9bd3-a0c9a09235a8,Ist Kim Kardashian verheiratet?,War Kim Kardashian dieses Jahr bei den Pariser Modeschauen?,1
9a60628a-06a3-4e37-98de-02b048d058e9,Wie sind die Maße von Kim Kardashian?,Wie alt ist Kim Kardashian?,1
4c3b7c28-fd4b-4fb7-a6c9-39e68041b72c,Werde ich heute Morgen eine Sonnenbrille brauchen?,Brauche ich eine Sonnenbrille?,4
8914d196-149c-4ab0-b4e9-abf3e1946e09,Sarah als E-Mail-Kontakt hinzufügen,Rufen Sie Sarah an.,1
3cf091f5-1df6-4648-a579-3a01a0a4efbe,Antwort auf Sarahs E-Mail.,Ich möchte auf Sarahs E-Mail antworten.,5
6dcfce9e-ac35-436a-b6d3-c75cf6cd9a0a,Habe ich eine neue E-Mail von Robert erhalten?,Olly Habe ich in letzter Zeit E-Mails von meiner Mutter erhalten?,3
62c53435-4908-4062-84c0-f2004271939b,"Olly, habe ich irgendwelche E-Mails von Robert?","Olly, hat Robert mir schon gemailt?",5
c26cb938-46ec-430e-aa88-d9770c3cf2f6,Wann fährt der nächste Zug nach Center City Philadelphia?,Wie oft kommt der Zug in Penn Station an und fährt von dort ab?,2
d0a07318-2c21-411f-b93b-c33977195ba9,Wann verlässt der Zug Philadelphia?,Wann fährt der nächste Zug nach Philadelphia?,3
d2874416-59ab-4056-a072-4fd4c6c65c02,Zahnarzttermin für diese Woche absagen.,streiche den Zahnarzttermin nächste Woche,3
f5856ea1-ea0e-4239-a3b5-31b2327a5fd0,Geben Sie mir die Zugfahrzeiten,Zugfahrzeiten von einem Ort in meiner Nähe zu einem Ort,3
4ed8e732-1b1b-4a21-b3ec-f024b4560aad,Ist das Wetter heute Abend bewölkt?,wird es bewölkt sein,3
983cbcc3-758f-40fa-afc2-551817108b10,Wird das Wetter heute bewölkt sein,ist das Wetter bewölkt,5
ff9b978d-5b4e-4b19-8e4a-2d1ebb359eb0,Wie ist die Wettervorhersage für Samstag?,Um wie viel Uhr ist meine Reservierung für diesen Samstag?,1
80fea45b-6b69-4494-8d97-34a8294e6f30,Welches ist das Datum des nächsten Samstags?,Welches Datum haben wir an den nächsten zwei Samstagen?,3
028cc4fc-aa94-4987-a15f-cb0567564b79,Schalte die Kaffeemaschine um drei Uhr ein.,Kaffeemaschine auf drei Uhr einstellen.,5
96ca8a3c-191f-44ab-9dad-5514a2493e7d,Ich brauche eine Fahrkarte für den Zug nach New York City morgen,Fahrkarte nach NY mit dem Zug buchen,3
6efe2237-73df-4ba6-96fa-88c825258a10,Ich brauche die Ankunftszeit des Zuges nach New York,Ich muss einen Zug für [Datum: morgen] nach New York buchen.,1
9a3bbba3-48b5-435d-805a-15d7eac625a7,Sag mir die Zeit in Japan,Wo kann ich Japan finden?,1
e99cdb14-fc11-4cbc-ac2d-63b2312f4c92,Spielen wir,Lass uns spielen,5
f0881be9-a790-492b-989b-9eeb97858860,"Können Sie mir helfen, die Antwort auf diese Frage zu finden?","Können Sie mir sagen, wie ich die Antwort auf (bestimmte Frage) bekomme?",4
cbd3cf3f-9a42-494a-bb77-00829ba63c06,Darf ich die Antwort auf diese Frage wissen?,Kennen Sie die Antwort auf die Frage,4
6d65f549-a275-4899-ba43-164d1db3fa1f,"Olly, sage meinen Termin für [Datum: morgen] um 4 ab.","Olly, bitte planen Sie für jeden Freitag im April ein Abendessen um 19 Uhr.",1
2872cfa1-eacd-4725-b940-536c36876f69,"Olly, planen Sie meinen Arzttermin am Freitag um 14 Uhr.","Olly, ich habe heute um 14 Uhr einen Termin beim Arzt.",3
8657eb32-ff2b-43a1-9293-6fd6a7de5366,Stellen Sie die Lautstärke um zwanzig Prozent herunter!,Top 20 abspielen,0
74474912-605e-475b-a5fc-5e558adec636,Lautstärke auf 20 verringern,"Verringern, 20%",4
6c8137be-2dca-43f5-b01d-3081871c5337,Wetterbericht finden,Finde die aktuelle Wetterlage.,5
1ec0f4d2-0b39-4bc1-977c-3b1673de3b14,Wetterinfo anzeigen,Wetter anzeigen,5
2b363230-ee6e-4e52-a2c9-2da92c720fac,Ereignisse entfernen.,Ereignisse löschen,5
1d8fc07b-f280-469a-955e-a3d3c0bacf06,Zerstöre alle Ereignisse.,Lösche alle Ereignisse.,4
8c95ca8c-5980-4462-8e42-b80eb6a61467,Meine Gym-Wiedergabeliste abspielen,Aktualisieren Sie die Workout-Liste mit neuen Einträgen,2
5705b23a-e112-4356-a209-35a82f1ffb89,Workout-Wiedergabeliste,Workout-Wiedergabeliste finden und abspielen,4
6b7692a0-0a9f-4493-88d8-f32b88adc803,Wie viele Tassen sind in einem Quart?,Wie viele Esslöffel sind in einer Tasse?,1
2601c41b-94f1-4a13-ac34-f6d21ce370cb,Wie viele Tassen sind in einem Pint?,Wie viele Tassen sind in einer Gallone?,2
7c358475-dbc1-4355-900a-c9c381e3c24e,Domino's Lieferstatus.,Kann ich eine Lieferung von Dominos erhalten?,2
8c287195-fda4-428d-9693-a4b4e7837e66,hat Dominos eine Lieferoption.,Liefert das Dominos in der Nähe,4
7b4d20b3-e21d-4986-97b6-067ba6c1128b,"Wie viel Grad ist es in Orange, Tx im Moment?","Wie ist das Wetter in Orange, Tx im Moment?",4
cf3cb14d-9452-4953-8593-a79150758cee,Wie sieht eine Orange aus?,"PDA, was sind die Definitionen von Orange?",4
48daa40b-298a-44c6-b9a3-d68924494cf2,bestes Geschäft in der Umgebung,"Zeig mir, welche Läden es in meiner Nähe gibt.",4
ee575d12-8526-4da2-95f2-71416112c031,Bitte finden Sie das beliebteste Geschäft in der Gegend.,prüfen Sie die Verfügbarkeit von Geschäften in der Nähe,3
d529d8d8-73a9-47d4-89ff-21fa78b05af2,"In welche Züge könnte ich heute Abend einsteigen, um nach XXX zu fahren?",Buchen Sie mir ein Taxi von XXX nach XXX,1
b30b7d4c-34f6-44d6-af19-1912bf417871,Wann sollte ich nach XXX fahren?,Wie lange kann ich nach XXX fahren?,2
8d0a4b49-b867-4107-a57d-a486ca26728a,"Hey olly, spiel die Songs von meiner Playlist namens good tunes",Starte das Radio Olly.,3
bcc0a569-f142-44e7-a7f4-f3e22619bb8d,den neuesten Song von Adele abspielen,Wird Adele auf Tournee gehen?,2
be7aada6-c2db-4e12-839b-becd4cc0e7c9,Adele abspielen,spiele Lieder von Adele,5
b7ba53c4-1078-40a7-b409-b1bb8ec2862f,Erinnerung um 15 Uhr einstellen,Diesen Termin am 3. März löschen,1
c4fb86c7-78ac-487b-a096-8da2d39138a0,Erinnerungsbenachrichtigung für drei Uhr einstellen,Erinnerung für drei Uhr einstellen,5
6b15f73f-10c6-457c-8ee4-bc1e9ae4be2a,Was steht auf meiner Liste mit Aufgaben?,Welche Verpflichtungen habe ich heute?,4
0ded2b5f-0c94-4a12-96d7-a6ce54c20042,Was sind meine ausstehenden Aufgaben?,Was sind meine Aufgaben?,5
94442ce7-0629-405e-8cbf-4aa761d5aa56,"Alexa, speichere dieses Lied als meinen Favoriten.","Alexa, spiele Musik, die zu der Musik passt, die ich heute Morgen gehört habe.",1
c58bf3a5-d363-4d8f-be46-fd662109ae98,"Alexa, spiele meine Favoriten ab.","Alexa, spiele Musik, die ich mag.",4
c6021191-d67b-4d51-bf85-f3f1b64f0743,Bitte entfernen Sie diesen Alarm,Alle Alarme entfernen,3
c4464a54-f665-42a4-bac6-d4f170f349ec,"Ich möchte, dass dieser Alarm dauerhaft entfernt wird",Dieser Alarm muss dauerhaft abgeschaltet werden.,5
03c042c8-ec74-4ea0-875d-589d6ce85479,Geben Sie mir einen aktuellen Verkehrsbericht.,Geben Sie mir einen Überblick über die aktuelle Verkehrslage,5
f1fea7cd-9163-4498-ac3f-f049b2f15b23,Nachrichten über einen Prominenten suchen,Biographien berühmter Personen,3
20cb9fde-1ede-47a8-8a20-97b1acfe047d,Infos über Prominente,Erzähl mir etwas über Prominente,5
f72b93b0-b111-4c36-b2ee-82c42a443325,"Was ist ein Ersatz für Butter, der nicht aus Milchprodukten besteht?",Wie mache ich Erdnussbutterkekse?,1
05f2a0d8-7411-4d3a-9330-37b53e138937,Wie entsteht Buttermilch?,Wie man aus Milch Buttermilch herstellt.,4
4ac3f1d3-515d-4f7b-ac09-05de2c5070e7,Habe ich irgendwelche Erinnerungen in meinem Kalender?,Was steht in meinem Kalender?,5
27553a41-851b-48cb-a1a6-de40054439b7,Ist mein Kalender leer?,Können Sie meinen Kalender leeren?,2
d03183cb-1176-459e-8a2a-3d1b65f9eea7,Setzen Sie dieses Ereignis in ein sich wiederholendes Muster in meinem Kalender,dieses Ereignis in meinen Kalender schreiben,3
0c4858e9-c330-4e8b-aef0-81ff8ebd21b7,Ich brauche dieses Ereignis in einem sich wiederholenden Zyklus in meinem Kalender,"Ich muss ein wiederkehrendes Ereignis in meinem Kalender einrichten, bitte",5
381639bf-c97c-43b5-bbab-0af517c8247b,Ich habe den sonnigen Tag heute sehr genossen.,Ich hatte heute einen tollen Tag.,4
a274d580-e7e0-425d-9e32-c81950c458f9,Lasst uns Tic-Tac-Toe spielen,Lasst uns ein Spiel spielen.  Wie wär's mit tic-tac-toe,4
a0becadd-fe0f-4727-ad12-2bf17027d4ee,"Olly, was habe ich als nächstes geplant?","Olly, was habe ich als nächstes zu tun?",5
ca5ac452-d548-4034-8b81-59ab1a99c8a9,Bitte löschen Sie das nächste Geburtstagsereignis,Jedes Ereignis löschen.,2
5977d443-7e92-4d08-ad47-1e0e4f3b2d9f,Das nächste Verlobungsereignis einfach löschen,Löschen Sie das nächste Hochzeitsereignis,3
807235d9-33f5-4f5c-b52b-2463027f30a9,Schalte die Lichter im Wohnzimmer auf rot,ändere die Farbe des Lichts außerhalb des Hauses auf rot,3
3915b6d2-1d9e-4b74-84cf-9235f5481a1e,PDA: Machen Sie bitte die Schlafzimmerbeleuchtung rot und die Flurbeleuchtung in normaler Farbe,"PDA, ändere die Farbe der Lichter in meinem Schlafzimmer auf rot.",3
474bfa97-525c-4bf1-a6b5-44b9a9984581,Wann wird mein Essen geliefert?,Habe ich eine Lebensmittelliste parat?,1
5582e166-77a7-41e8-9671-a3c18c5c3518,Wann wird mein Essen fertig sein?,"Wie lange dauert es, bis mein Essen fertig ist?",4
2742fd2a-30d7-4820-9b27-cf08697dc1a0,Spielen Sie für mich die Musik von Madonna,Spiel für mich Musik von Madonna,5
8987eb01-ff9c-46b9-9ef8-029fb6037aab,"Erinnere mich jeden Dienstag daran, dass ich einkaufen gehe.","Erinnere mich jeden Freitag daran, zum Basketballspiel meines Sohnes zu gehen",1
d04a0fdc-9ce3-4780-9d61-cd30375a5a8d,"Erinnere mich jeden Freitag daran, einkaufen zu gehen","Erinnern Sie mich daran, jede Woche einkaufen zu gehen",3
d3b7fc13-279e-4c5e-bb75-75f2462f79bf,Ist es heute windig?,Regnet es heute Abend?,1
b8e8f096-162c-4d17-86e5-782ca15a31bf,Wird es heute Nacht windig sein?,Wird es morgen windig sein?,3
8dec7649-1cdf-4986-9f6f-b7bebe378ad7,Wie backe ich eine Kartoffel?,Wie man Kartoffeln richtig schneidet,2
84849513-5479-4345-9fc6-940fa1b47089,Wie mache ich Kartoffelpüree?,Wie lautet das Rezept für Kartoffelpüree?,4
f29cf0d2-8ae6-4bd3-b7c5-09853c97b1ea,Ändere die Hausbeleuchtung auf rosa,Lichtfarben ändern,3
c008cde9-3f62-4b08-a58f-78db45125e52,Lichter auf rosa ändern,Ändere das Licht auf rosa Farbe.,5
ba048caf-cda1-4904-bbcf-83283eaef019,Erzählen Sie mir etwas über,Erzählen Sie mir von,5
f5fe520e-4ed1-45a2-89fa-0c52a745cbef,"Starten Sie das Radio und gehen Sie auf die Frequenz 94,3",Spielen Sie einfach 93.7 FM,3
fef5eeb3-2137-4736-8e38-93b4e3d19d7c,"Schalte auf 93,5 im Radio ein",FM 93.5 Radio Lieder,4
687ab86f-da3f-4925-bc5e-9ceb66ce6e43,Wie spät ist es in Alaska?,Kann man Russland wirklich von Alaska aus sehen?,1
048eed83-3b90-4891-b3c6-ed3bf5d39857,Wie groß ist die Fläche von Alaska?,Wie groß ist Alaska?,4
de343cb4-3416-4d32-8df7-03b444daeb57,Erzählen Sie mir von allen ausstehenden Erinnerungen.,mir die Details der nächsten Erinnerung anzeigen,4
15ab8654-5ef3-402d-b76a-e94424877c8c,Bitte teilen Sie mir die ausstehenden Erinnerungen mit.,Sagen Sie mir alle ausstehenden Erinnerungen,5
